Amazon_MediaCost_alpha=0.1L=2theta=0_power=0.6,BingSearch_MediaCost_alpha=0.1L=2theta=0_power=0.1,DV360_MediaCost_alpha=0.1L=2theta=0_power=0.6,Facebook_MediaCost_alpha=0.9L=20theta=0_power=0.6,GoogleSearch_MediaCost_alpha=0.6L=10theta=0_power=0.1,Pinterest_MediaCost_alpha=0.1L=2theta=0_power=0.6,Radio_MediaCost_alpha=0.1L=2theta=0_power=0.6,Snapchat_MediaCost_alpha=0.1L=2theta=0_power=0.6,YouTube_MediaCost_alpha=0.9L=6theta=0_power=0.1,Amazon_Impressions,BingSearch_Impressions,DV360_Impressions,Facebook_Impressions,GoogleSearch_Impressions,Pinterest_Impressions,Radio_Impressions,Snapchat_Impressions,YouTube_Impressions,holiday,Revenue
14.43377891,2.036760173,79.36797782,177.1172863,2.609872219,0,0,0,0,11485,18046,200557,174604,668121,55,0,0,0,0,24427.91
14.03270534,2.000847459,76.52375493,145.8758388,2.600392233,0,0,0,0,10334,12381,178280,29658,613341,78,0,0,0,0,26822.15
14.24435575,1.981370481,78.68314101,116.5663255,2.618413858,0,0,0,0,12172,10411,187564,31353,674720,64,0,0,0,0,25582.53
14.63876067,1.999529331,77.21229583,101.4184532,2.564747107,0,0,0,0,14474,10699,179104,89308,248922,81,0,0,0,0,22745.05
14.42804119,1.894689023,73.69771775,98.47656623,2.482018369,0,0,0,0,18544,4622,175188,111069,145526,83,0,0,0,0,21312.13
13.46761284,1.47947662,70.77359029,99.98921725,2.4188327,0,0,0,0,15834,0,165383,137654,128865,62,0,0,0,0,19202.85
13.47239464,0,74.88211872,99.41007251,2.418126955,0,0,0,0,18519,0,182258,125125,130850,77,0,0,0,0,24147.25
11.81353997,0,75.20452329,98.34205184,2.399269809,0,0,0,0,10190,0,181798,126587,130173,110,0,0,0,0,21976.45
2.760858726,0,71.5811221,104.4619847,2.381942506,0,0,0,0,60,0,179377,193839,118612,74,0,0,0,0,23175.8
0,0,58.57978782,120.6936571,2.381265512,0,0,0,0,64,0,101329,284775,114592,87,0,0,0,0,19471.7
0,0,57.35398345,148.4462504,2.369618992,0,0,0,0,42,0,100268,414330,116473,85,0,0,0,0,18137
